property_type,society,sector,price,price_per_sqft,bedroom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,study room,store room,pooja room,others,furnishing_type,luxury_score
flat,today callidora,sector 73,0.9,5549.0,3,3,3,3.0,Under Construction,1622.0,1,0,0,0,0,0,72
house,dlf city plots phase 2,sector 25,10.75,29861.0,9,9,3+,3.0,Old Property,3600.0,1,0,1,1,0,0,73
flat,breez global heights,sohna road,0.4,6689.0,2,2,2,7.0,Relatively New,761.7230158730158,0,0,0,0,0,0,66
flat,dlf the arbour,sector 63,8.5,21519.0,4,4,0,27.0,New Property,3950.0,0,0,0,0,0,0,52
flat,professional society,manesar,0.75,3067.0,3,4,3,3.0,Relatively New,2716.6666666666665,1,0,0,0,0,0,21
flat,bestech park view city,sector 48,4.25,9335.0,4,5,3+,14.0,Moderately Old,4119.380952380952,0,1,0,0,0,2,99
flat,godrej nature plus,sector 33,1.4,9333.0,2,2,3,14.0,Under Construction,1448.015873015873,0,0,0,0,0,0,76
house,dlf new town heights,sector 91,2.5,7058.0,4,4,3+,3.0,Moderately Old,3400.0,1,1,1,1,0,2,89
flat,dlf the ultima,sector 81,2.3,14375.0,3,4,3+,18.0,Relatively New,1853.3650793650793,1,0,0,0,0,1,183
flat,the close north,sector 50,2.65,11277.0,3,3,3+,3.0,Moderately Old,2491.0,1,0,0,0,0,0,192
flat,sobha city,sector 108,2.9,14478.0,3,4,2,11.0,Relatively New,2003.0,0,0,0,0,0,0,117
flat,ss the leaf,sector 85,1.2,7317.0,2,2,3+,14.0,Relatively New,1379.6825396825395,0,0,1,0,0,0,150
house,independent,sector 11,1.2,4444.0,7,3,0,3.0,Moderately Old,300.0,0,0,0,0,0,0,0
flat,supertech hues,sector 68,0.8,6780.0,2,2,3+,14.0,New Property,1180.0,0,0,0,0,0,2,26
flat,m3m sky lofts,sector 71,1.0,11494.0,1,1,1,9.0,Moderately Old,869.0,0,0,0,0,0,0,77
house,independent,sector 105,0.65,9028.0,3,2,1,1.0,Relatively New,720.0,0,0,0,1,1,0,22
flat,godrej oasis,sector 88a,1.45,8082.0,3,3,3,12.0,Relatively New,1993.3333333333333,0,0,0,0,0,0,49
flat,m3m the marina,sector 68,2.22,14323.0,3,2,3,4.0,Relatively New,1402.3809523809523,0,0,0,0,0,0,44
flat,experion the heartsong,sector 108,3.0,18394.0,4,5,3+,2.0,Relatively New,2204.25,1,0,0,0,0,1,167
house,eldeco mansionz,sector 48,6.0,22222.0,4,4,3+,2.0,Moderately Old,2700.0,1,0,0,0,0,0,78
flat,godrej summit,sector 104,1.16,6388.0,3,4,3+,8.0,Relatively New,2017.7777777777778,1,0,0,0,0,2,105
flat,experion the heartsong,sector 108,0.9,7015.0,2,3,3,7.0,Relatively New,1160.8095238095236,1,0,0,0,1,0,81
house,independent,sector 9,3.4,12938.0,9,9,3,3.0,Moderately Old,2628.0,0,0,0,0,0,2,70
house,independent,sector 7,1.55,13889.0,2,2,2,1.0,Moderately Old,1080.0,0,0,0,0,0,2,61
flat,uphaar residency 2,sector 105,0.42,5600.0,3,2,1,0.0,Moderately Old,833.3333333333333,0,0,0,0,1,0,7
flat,m3m golfestate,sector 65,6.15,15999.0,3,5,3+,1.0,Relatively New,4271.111111111111,1,0,0,0,0,1,49
flat,dlf the skycourt,sector 86,1.5,7895.0,3,3,1,16.0,Relatively New,1719.0476190476188,0,0,0,0,1,0,49
flat,ats triumph,sector 104,1.8,7860.0,3,4,3,14.0,New Property,2544.4444444444443,0,0,0,0,0,0,69
flat,smart world gems,sector 89,1.0,9009.0,2,2,3,3.0,New Property,1233.3333333333333,0,1,0,0,1,0,108
flat,tarc maceo,sector 91,1.9,6975.0,4,4,3,9.0,Relatively New,2464.5714285714284,1,0,0,0,0,0,129
flat,imperia the esfera,sector 37c,0.98,5399.0,3,4,3,9.0,Relatively New,1659.9603174603174,1,0,0,0,1,0,49
flat,sanskriti apartment,sector 10a,1.1,6667.0,3,3,3,2.0,Moderately Old,1833.3333333333333,0,0,0,0,0,0,22
flat,avl 36 gurgaon,sector 36a,0.4,10204.0,1,1,1,4.0,Relatively New,435.55555555555554,0,0,0,0,0,0,35
flat,m3m ikonic,sector 68,1.8,9231.0,3,3,3+,18.0,Relatively New,1845.0,0,0,0,0,0,2,144
flat,m3m soulitude,sector 89,1.32,16923.0,3,3,3,1.0,Under Construction,866.6666666666666,0,0,0,0,0,0,54
flat,vatika sovereign next sector-82 a gurgaon,sector 82a,2.91,6700.0,4,4,3,6.0,Under Construction,3901.190476190476,1,1,1,0,0,2,88
flat,sare green parc phase 3,sector 92,0.7,5279.0,3,2,2,4.0,Relatively New,1325.0,0,0,0,0,0,0,65
flat,maa bhagwati residency,sector 7,0.45,5000.0,2,2,1,4.0,Relatively New,1000.0,0,0,0,0,0,0,36
flat,suncity vatsal valley,gwal pahari,1.38,12212.0,2,2,2,4.0,Under Construction,1130.0,0,0,0,0,0,0,142
flat,emaar gurgaon greens,sector 102,1.35,8182.0,3,3,3,9.0,Relatively New,1314.5285714285715,1,0,0,0,0,0,118
flat,pooja apartment,sector 3 phase 3 extension,0.25,3571.0,2,2,2,2.0,Relatively New,777.7777777777777,0,0,0,0,0,0,0
flat,signature global the millennia,sector 37d,0.55,9167.0,2,2,3,3.0,New Property,542.8571428571428,0,0,0,0,0,0,53
house,not applicable,sector 4,0.8,6088.0,5,4,3,3.0,Under Construction,146.0,0,0,0,0,0,0,0
house,independent,sector 43,2.15,13030.0,1,1,0,1.0,Moderately Old,1650.0,0,0,0,0,0,0,0
flat,eldeco accolade,sohna road,0.78,5420.0,2,2,2,7.0,Relatively New,1318.2380952380952,0,1,0,0,0,2,155
flat,ss the leaf,sector 85,2.1,8721.0,3,4,3+,6.0,Relatively New,2025.4444444444443,1,0,0,0,0,0,165
flat,tulip violet,sector 69,1.7,8445.0,4,4,2,7.0,Relatively New,1818.5714285714284,0,0,0,0,0,0,137
house,independent,sector 7,1.15,8519.0,5,3,2,2.0,Old Property,1350.0,0,0,0,1,0,0,15
house,independent,sector 47,4.6,26620.0,2,6,3+,4.0,Moderately Old,1728.0,0,0,0,0,0,1,51
house,independent,sector 43,7.85,29074.0,9,9,3+,3.0,Relatively New,2700.0,1,1,0,1,1,1,49
flat,m3m golf hills phase 1,sector 79,1.7,10828.0,3,2,3,10.0,Relatively New,1570.0,0,0,0,0,0,0,0
flat,ansal heights,sector 92,0.6,4545.0,2,2,3,11.0,Under Construction,1194.2857142857142,0,0,0,0,1,0,32
flat,breez global hill view,sohna road,0.35,6318.0,2,2,2,14.0,New Property,615.6950799999998,0,0,0,0,0,0,62
flat,ild greens,sector 37c,0.78,5714.0,2,2,3,1.0,Moderately Old,1068.1,0,0,0,0,0,2,121
house,independent,sector 2,0.7,7778.0,1,1,0,1.0,Moderately Old,900.0,0,0,0,0,0,0,0
flat,dlf regal gardens,sector 90,1.27,5498.0,3,3,3+,2.0,Relatively New,1500.0,0,0,0,0,1,0,81
house,independent,sector 57,3.6,20833.0,4,4,2,2.0,Old Property,1728.0,1,1,1,1,0,0,119
flat,green homes,sector 52,1.85,7872.0,3,3,3,7.0,Moderately Old,2126.190476190476,1,0,0,0,0,0,28
flat,paras dews,sector 106,1.13,6406.0,3,4,3+,18.0,Relatively New,1186.0,1,1,0,0,0,0,49
flat,mariners home,sector 56,2.11,8612.0,3,2,3,4.0,Relatively New,2250.0,0,0,0,0,1,2,144
flat,parsvnath exotica,sector 53,5.0,17241.0,3,4,3,7.0,Old Property,3222.222222222222,1,0,0,0,0,2,33
flat,smart world orchard,sector 61,1.57,13652.0,2,2,2,3.0,New Property,1150.0,0,1,0,0,1,0,80
flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3,3,2,2.0,Old Property,1400.7936507936506,0,0,0,0,0,0,19
flat,antriksh heights,sector 84,0.9,6207.0,3,3,3+,12.0,Relatively New,1525.0,0,0,0,0,0,0,184
flat,ireo uptown,sector 66,2.4,13065.0,3,2,3,5.0,Relatively New,1700.0,1,0,0,0,0,2,165
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,16441.0,2,2,2,10.0,Relatively New,741.4230158730159,0,0,0,0,0,0,169
house,independent,sector 26,5.8,32222.0,5,5,3+,2.0,Old Property,1800.0,1,1,1,1,0,0,70
flat,pyramid urban,sector 67a,0.53,8968.0,2,2,1,6.0,Relatively New,656.6666666666666,0,0,0,0,1,2,49
house,experion windchants,sector 112,7.99,12520.0,4,6,3,2.0,New Property,6382.0,1,0,1,1,0,2,138
house,independent,sector 21,1.6,11852.0,5,5,2,3.0,Relatively New,120.0,0,0,0,0,0,0,0
flat,bestech park view sanskruti,sector 92,1.6,8020.0,3,4,3+,10.0,Relatively New,1615.0,1,0,0,0,1,2,192
house,smart world gems,sector 89,1.25,8784.0,3,3,2,1.0,Under Construction,1423.0,0,1,0,0,1,0,38
flat,experion windchants,sector 112,3.4,12134.0,3,3,2,14.0,Relatively New,2225.56,0,0,0,0,0,2,177
flat,godrej nature plus,sector 33,1.67,10503.0,3,2,2,18.0,Under Construction,1856.6666666666665,0,0,0,0,0,0,76
flat,dlf the primus,sector 82a,2.95,11452.0,4,5,3+,10.0,Relatively New,2109.777777777778,1,0,0,0,0,1,192
flat,antriksh heights,sector 84,0.92,5041.0,3,3,3,2.0,Relatively New,1651.190476190476,0,1,0,1,0,0,76
house,the laburnum,sector 43,11.0,27160.0,5,6,3+,3.0,New Property,4050.0,1,0,0,1,0,2,178
flat,signature global city 92,sector 92,0.99,6622.0,3,2,3,1.0,New Property,1661.111111111111,0,0,0,0,1,0,37
house,ansals florence villa,sector 57,3.65,10580.0,6,6,2,3.0,Moderately Old,3450.0,1,1,1,1,0,1,170
flat,puri emerald bay,sector 104,1.5,9677.0,2,2,2,7.0,Under Construction,1402.3809523809523,0,0,0,0,1,0,52
flat,dlf new town heights,sector 91,1.75,7403.0,4,4,3+,9.0,Relatively New,2138.8571428571427,1,0,0,1,0,0,97
flat,experion windchants,sector 112,2.6,10651.0,2,2,3,8.0,Relatively New,2441.0,0,0,0,0,0,0,186
flat,alpha corp gurgaonone,sector 84,1.5,7641.0,3,3,3,20.0,Relatively New,1832.468253968254,1,0,0,0,0,2,37
flat,shree vardhman flora,sector 90,0.9,4615.0,3,4,3,4.0,Relatively New,1764.2857142857142,1,0,0,0,0,0,174
flat,corona gracieux,sector 76,1.46,5499.0,4,6,3+,8.0,New Property,2397.6190476190473,1,0,0,0,0,0,67
flat,assotech blith,sector 99,1.9,6702.0,4,4,3+,2.0,New Property,2835.0,0,0,0,0,0,0,59
flat,ss the leaf,sector 85,2.13,7575.0,4,4,3,2.0,Relatively New,2600.0,0,0,0,0,0,0,49
house,independent,sector 9a,4.5,14286.0,9,9,3+,3.0,Relatively New,3150.0,0,1,0,1,1,2,38
flat,mapsko mount ville,sector 79,1.3,8025.0,3,3,2,6.0,Relatively New,1214.6571428571428,0,1,0,1,0,0,160
house,independent,sector 12,0.7,4118.0,4,4,1,2.0,Moderately Old,1700.0,0,0,0,0,0,0,0
flat,shree vardhman victoria,sector 70,1.8,9231.0,3,3,3+,10.0,New Property,1764.2857142857142,0,0,0,0,1,2,49
flat,experion the heartsong,sector 108,1.65,8238.0,3,4,3,3.0,Moderately Old,1771.32,0,1,0,0,0,2,84
flat,signature global solera,sector 107,0.51,7907.0,3,2,2,9.0,Relatively New,716.6666666666666,0,0,0,0,1,0,15
flat,ramprastha the edge towers,sector 37d,0.75,5319.0,2,2,3,19.0,Moderately Old,1410.0,0,0,0,0,0,0,64
house,independent,sector 105,1.15,3285.0,3,2,1,1.0,Moderately Old,3888.8888888888887,0,0,0,0,0,0,0
flat,.,gwal pahari,7.0,10999.0,4,4,3+,6.0,Relatively New,5428.571428571428,1,0,0,0,0,0,61
flat,apna enclave,sector 3,0.58,6105.0,2,2,2,2.0,Old Property,900.0,0,0,0,0,0,0,66
flat,dlf carlton estate,sector 43,2.0,14215.0,3,3,2,5.0,Moderately Old,1272.9999999999998,0,0,0,0,0,0,74
flat,suncity platinum towers,sector 28,6.0,22346.0,3,3,2,8.0,Moderately Old,2983.3333333333335,1,0,0,0,0,0,40
flat,trisara our homes 3,sohna road,0.4,4479.0,2,2,2,1.0,Relatively New,900.0,0,0,0,0,0,0,0
house,eldeco mansionz,sector 48,4.75,20299.0,7,7,3,2.0,Moderately Old,2340.0,0,1,0,0,0,2,33
flat,ss the leaf,sector 85,1.04,5974.0,2,3,3+,4.0,Relatively New,1575.1904761904761,0,0,1,0,0,0,122
house,unitech espace,sector 50,10.3,31790.0,5,6,3+,3.0,Moderately Old,3240.0,1,1,1,1,0,2,178
flat,supertech hilltown,sector 2,0.8,5556.0,3,2,3,8.0,Moderately Old,1440.0,0,0,0,0,0,0,0
house,international city by sobha phase 1,sector 109,6.0,24691.0,4,5,3+,2.0,Relatively New,2430.0,1,0,0,0,0,2,114
flat,corona gracieux,sector 76,0.75,5660.0,2,2,3,13.0,Relatively New,1198.8095238095236,0,0,0,0,0,2,0
flat,orris carnation residency,sector 85,0.72,4881.0,3,3,2,9.0,Moderately Old,1350.0,0,0,0,0,1,0,49
house,independent,sector 28,0.7,8102.0,2,2,0,2.0,Old Property,864.0,0,0,0,0,0,0,7
house,independent,sector 43,9.5,42222.0,5,5,3+,2.0,Relatively New,2250.0,1,0,0,1,0,2,88
house,independent,sector 7,3.0,11494.0,7,7,0,3.0,Old Property,2610.0,0,0,0,0,0,0,0
flat,chd avenue,sector 71,1.32,6019.0,4,4,3,14.0,Moderately Old,1984.1428571428569,1,0,0,0,0,0,74
flat,tata primanti,sector 72,4.0,16032.0,4,5,3+,22.0,Relatively New,2700.2777777777774,1,0,0,0,0,2,192
flat,godrej nature plus,sector 33,1.5,9677.0,3,3,3,6.0,Under Construction,1402.3809523809523,0,1,0,0,0,0,81
house,international city by sobha phase 2,sector 109,6.25,11574.0,4,4,3+,2.0,Relatively New,5400.0,1,0,0,0,0,0,156
flat,pioneer araya,sector 62,10.75,19499.0,5,7,3,10.0,Relatively New,4988.857142857142,1,0,0,0,0,2,171
flat,dlf the grove,sector 54,5.7,41245.0,3,3,3,1.0,Moderately Old,1382.0,0,0,0,0,0,0,46
flat,ansal heights 86,sector 86,0.74,5441.0,2,2,1,11.0,Under Construction,1230.4761904761904,0,0,0,0,1,0,54
flat,cghs rail vihar,sector 15,1.4,10769.0,4,3,3,3.0,Old Property,1444.4444444444443,0,0,0,0,0,2,81
flat,ats tourmaline,sector 109,2.3,8897.0,3,4,3+,10.0,New Property,2338.8095238095234,1,0,0,0,1,0,83
house,sushant lok 1 builder floors,sector 43,13.0,48148.0,3,3,3+,4.0,New Property,2700.0,0,0,0,1,0,2,15
flat,central park flower valley,sohna road,1.2,6742.0,3,3,0,11.0,Relatively New,1780.0,0,0,0,0,0,0,82
flat,tulip violet,sector 69,1.38,8973.0,3,3,1,12.0,Relatively New,1391.5238095238094,0,0,0,0,0,0,175
house,vatika india next,sector 83,1.7,7870.0,3,3,3+,4.0,New Property,2160.0,1,0,0,1,0,0,0
flat,tulip violet,sector 69,1.46,9252.0,3,3,2,0.0,Relatively New,1427.7142857142856,0,0,0,1,0,2,192
flat,bestech park view residency,sector 2,1.51,7889.0,3,4,3+,8.0,Moderately Old,1737.1428571428569,1,0,0,0,0,0,101
flat,mittal cosmos executive apartments,sector 2,0.75,6550.0,2,2,2,15.0,Old Property,1100.0,0,0,0,0,0,2,42
flat,orchid petals,sector 49,2.23,10969.0,3,3,3,14.0,Relatively New,1839.3809523809523,0,0,0,0,1,0,40
flat,raheja vedaanta,sector 108,0.8,4080.0,3,3,3,9.0,Relatively New,1662.9523809523807,0,0,0,1,0,0,192
flat,ashiana mulberry,sohna road,0.9,6143.0,2,2,3+,7.0,Moderately Old,1100.0,0,1,0,0,0,2,174
flat,dhoot time residency,sector 63,2.2,12813.0,3,4,3+,8.0,Moderately Old,1553.4761904761904,0,1,0,0,0,2,70
flat,siddhartha apartment,sector 95,1.1,4327.0,4,3,3,9.0,Relatively New,2824.4444444444443,1,0,0,0,1,0,22
flat,chd avenue,sector 71,0.95,7917.0,2,2,0,5.0,Moderately Old,1200.0,0,0,0,0,0,0,0
house,independent,sector 12,1.2,14184.0,2,4,2,2.0,Relatively New,846.0,0,0,0,1,0,2,15
flat,m3m golfestate,sector 65,6.15,18331.0,3,4,2,20.0,Relatively New,3355.0,0,0,0,0,0,0,43
flat,orris aster court premier,sector 85,1.73,6758.0,4,5,3+,8.0,Relatively New,2017.0,1,0,0,0,0,0,16
flat,ireo skyon,sector 60,2.65,13125.0,3,4,3+,7.0,Moderately Old,2037.0,1,0,0,0,0,2,170
flat,sidhartha ncr one,sector 95,0.55,5556.0,2,2,3,15.0,New Property,990.0,0,0,0,0,0,0,0
flat,m3m antalya hills,sector 79,1.15,7497.0,3,3,3+,1.0,Under Construction,1200.0,0,1,0,0,0,0,68
flat,mapsko paradise,sector 83,0.95,6300.0,3,3,3,1.0,Moderately Old,1488.888888888889,0,0,0,0,0,0,0
flat,umang monsoon breeze,sector 78,1.2,6494.0,3,3,2,8.0,Moderately Old,2044.5238095238096,0,0,0,1,0,1,8
house,unitech escape,sector 50,12.0,37037.0,5,6,3+,3.0,Moderately Old,3240.0,0,0,0,0,0,0,74
flat,unitech uniworld gardens,sector 47,2.4,11505.0,3,3,3+,10.0,Moderately Old,1887.3333333333333,1,0,0,0,0,2,138
flat,godrej nature plus,sector 33,1.25,9025.0,2,2,3+,15.0,Under Construction,1538.888888888889,0,0,0,0,0,0,44
house,independent,sector 56,7.25,29340.0,8,8,3+,0.0,Moderately Old,2471.0,0,0,0,0,0,2,24
flat,sapphire eighty three,sector 83,0.65,9286.0,1,1,0,6.0,Relatively New,700.0,0,0,0,0,0,0,0
house,independent,sector 9,0.6,10753.0,2,2,1,1.0,Moderately Old,558.0,0,0,0,0,0,0,8
flat,birla navya,sector 63a,2.2,17488.0,2,3,3+,4.0,Under Construction,996.8730158730159,0,0,0,0,0,0,69
flat,gls arawali homes,sohna road,0.3,5291.0,2,2,2,10.0,Relatively New,515.9444444444445,0,0,0,0,0,0,51
house,independent,sector 23,5.1,16569.0,3,2,0,1.0,Old Property,3078.0,0,0,0,0,1,0,27
flat,dlf new town heights,sector 90,1.88,6894.0,4,4,3+,20.0,Relatively New,2726.0,1,0,0,1,0,0,163
flat,greenopolis,sector 89,0.8,4819.0,2,3,3,8.0,Under Construction,1501.9047619047617,0,1,0,0,1,0,69
flat,tarc maceo,sector 91,1.4,7407.0,3,3,3+,7.0,Relatively New,1700.0,0,0,0,0,0,0,85
flat,sbtl caladium,sector 109,1.88,6154.0,4,5,3,10.0,Relatively New,2764.047619047619,0,0,0,0,0,0,119
flat,dlf city plots phase 3,sector 24,6.5,18571.0,4,5,3+,3.0,New Property,3888.8888888888887,1,0,0,0,0,1,42
flat,emaar palm gardens,sector 83,1.75,9211.0,3,3,3+,11.0,Relatively New,1548.4349206349204,1,0,0,0,0,0,138
flat,tulip violet,sector 69,1.7,10773.0,3,3,2,0.0,Relatively New,1427.7142857142856,0,0,0,1,0,0,49
flat,m3m latitude,sector 65,4.7,19748.0,3,3,3+,9.0,Relatively New,2380.0,1,0,0,1,0,2,44
house,dlf city plots,sector 26,19.0,42054.0,6,6,3,2.0,Relatively New,4518.0,1,1,0,0,0,2,147
flat,umang monsoon breeze,sector 78,0.88,4746.0,3,4,3,8.0,Moderately Old,1668.0,1,0,0,1,0,0,120
house,unitech aspen greens,sector 50,12.0,37037.0,3,4,2,1.0,Moderately Old,3240.0,1,1,0,0,0,2,110
flat,apex our homes,sector 37c,0.33,3568.0,2,2,1,3.0,Relatively New,850.0,0,0,0,0,0,2,176
flat,dlf regal gardens,sector 90,1.8,7223.0,4,4,3+,7.0,Moderately Old,2004.0476190476188,0,0,0,0,0,0,47
house,independent,sector 28,10.5,32407.0,5,6,3+,3.0,New Property,3240.0,1,1,0,1,0,2,171
house,tulip yellow,sector 69,2.95,16389.0,4,3,2,3.0,New Property,1800.0,0,0,0,1,1,1,128
flat,umang monsoon breeze,sector 78,0.8,4837.0,3,2,2,7.0,Moderately Old,1472.0,0,0,0,1,0,0,111
flat,ats triumph,sector 104,2.6,8814.0,4,4,3+,16.0,Relatively New,3063.8888888888887,1,0,0,0,0,2,168
flat,signature global the millennia,sector 37d,0.65,10906.0,2,2,3,0.0,New Property,625.1587301587301,0,0,0,0,0,0,40
flat,la vida by tata housing,sector 113,2.85,12855.0,3,3,3+,10.0,New Property,2005.8571428571427,1,0,0,0,0,0,81
house,independent,sector 46,3.6,24845.0,5,5,3+,3.0,Moderately Old,1449.0,1,0,0,0,0,2,83
house,eldeco mansionz,sector 48,4.95,20599.0,7,7,3+,2.0,Old Property,2403.0,1,1,1,1,0,2,163
flat,dlf the crest,sector 54,11.0,35223.0,4,6,3,7.0,Relatively New,2825.5714285714284,1,0,0,0,0,1,143
flat,bptp pedestal,sector 70a,1.6,10159.0,3,3,3,2.0,New Property,1750.0,1,0,0,0,1,0,86
flat,krrish provence estate,gwal pahari,7.5,7500.0,5,6,3+,23.0,Relatively New,9047.619047619046,1,0,0,1,1,0,49
flat,emaar mgf palm hills,sector 77,1.64,8410.0,4,3,3,9.0,Relatively New,1764.2857142857142,1,0,0,0,0,0,111
flat,tulip violet,sector 69,1.43,8888.0,3,3,2,1.0,Relatively New,1454.8571428571427,0,0,0,1,0,0,95
flat,ats kocoon,sector 109,1.7,9742.0,3,3,3,22.0,Relatively New,1550.0,0,0,0,0,0,0,83
flat,hcbs sports ville,sohna road,0.3,4011.0,2,2,2,3.0,Relatively New,743.0,0,0,0,0,0,0,0
flat,ambience creacions,sector 22,4.78,15469.0,3,4,3,7.0,Relatively New,2500.0,1,0,0,0,1,1,120
house,independent,sector 26,4.5,33333.0,5,5,3+,2.0,Old Property,1350.0,0,0,0,0,0,0,7
flat,tulip lemon,sector 69,0.6,10000.0,2,1,1,12.0,Relatively New,666.6666666666666,0,0,0,0,0,0,32
flat,bestech park view ananda,sector 81,0.9,6618.0,2,2,3,8.0,New Property,1230.4761904761904,0,0,0,0,1,0,69
flat,professors enclave cghs,sector 56,1.55,7750.0,3,3,3+,6.0,Moderately Old,1809.5238095238094,1,0,0,0,0,2,49
flat,shree vardhman mantra,sector 67,0.56,7000.0,2,2,1,8.0,New Property,888.8888888888889,0,0,0,0,0,0,74
flat,my home,sector 110,0.22,4400.0,2,2,1,1.0,New Property,555.5555555555555,0,0,0,0,0,2,0
house,independent,sector 47,5.15,26615.0,3,9,3+,3.0,Relatively New,1935.0,0,0,1,0,0,2,84
flat,ambience creacions,sector 22,4.63,14984.0,3,5,3+,5.0,New Property,2795.7142857142853,1,0,0,0,1,0,138
flat,tulip violet,sector 69,1.8,8955.0,4,4,2,9.0,Relatively New,1818.5714285714284,0,0,0,1,0,2,183
flat,sare green parc 2,sector 92,0.61,4837.0,3,2,2,6.0,Under Construction,1140.9047619047617,0,0,0,0,1,0,0
flat,vatika gurgaon,sector 83,0.87,6988.0,2,2,2,3.0,Moderately Old,1126.4285714285713,0,0,0,0,0,0,35
flat,signature the roselia,sector 95,0.45,7909.0,2,2,2,2.0,New Property,632.2222222222222,0,0,0,0,0,2,31
flat,m3m soulitude,sector 89,1.33,16986.0,3,3,3,4.0,Under Construction,1423.0,0,1,0,0,0,0,134
flat,bestech altura,sector 79,1.9,8837.0,3,4,3,11.0,Under Construction,1945.238095238095,0,0,0,0,0,0,105
house,independent,sector 8,0.82,9111.0,2,3,3,2.0,Moderately Old,900.0,0,0,0,0,0,0,12
flat,ireo victory valley,sector 67,3.49,12998.0,3,3,3,19.0,Relatively New,2724.4444444444443,1,0,0,0,0,0,121
flat,shree vardhman flora,sector 90,0.92,4718.0,3,3,2,6.0,Relatively New,2166.6666666666665,0,1,0,0,0,2,49
flat,ss,sector 85,2.17,7717.0,4,4,3,7.0,Relatively New,2600.0,1,1,0,1,0,0,49
flat,birla navya,sector 63a,3.7,15417.0,3,3,3+,1.0,Under Construction,2666.6666666666665,0,0,0,0,0,0,81
flat,vatika gurgaon,sector 83,1.4,7179.0,4,4,3,10.0,Relatively New,2166.6666666666665,1,0,0,0,0,0,35
house,independent,sector 49,4.45,15451.0,6,6,3,3.0,Moderately Old,2880.0,1,1,1,1,0,1,170
flat,rof ananda,sector 95,0.25,6579.0,1,1,1,4.0,New Property,343.8095238095238,0,0,0,0,0,0,0
flat,krrish provence estate,gwal pahari,5.25,9052.0,4,5,3+,2.0,New Property,5247.619047619047,1,1,0,1,0,0,49
flat,unitech vistas,sector 70,0.53,4801.0,2,2,2,9.0,Under Construction,990.7142857142857,0,0,0,0,1,0,24
flat,shree arihant apartment,sector 54,1.5,8108.0,3,3,3+,4.0,Moderately Old,1700.0,0,0,0,1,0,2,75
flat,ambience lagoon,sector 24,4.25,13281.0,3,4,3+,3.0,Old Property,3200.9523809523807,1,0,1,0,0,2,149
flat,ss the leaf,sector 85,1.31,7988.0,2,2,2,5.0,Relatively New,1822.2222222222222,1,0,0,0,0,0,98
flat,vatika the seven lamps,sector 82,1.0,5924.0,2,2,2,11.0,Relatively New,1298.3333333333333,0,1,0,0,0,2,99
flat,orris aster court premier,sector 85,1.2,5660.0,3,4,2,6.0,Relatively New,1650.0,1,0,0,0,0,0,28
house,independent,sector 7,2.25,15625.0,3,3,2,2.0,Old Property,1440.0,0,0,0,0,0,2,27
house,independent,sector 105,1.2,13333.0,4,4,1,2.0,Moderately Old,900.0,0,0,0,0,1,0,22
flat,paras dews,sector 106,1.4,9979.0,4,6,3+,10.0,Relatively New,1535.0,1,0,0,0,0,0,192
flat,breez global hill view,sohna road,0.35,5600.0,2,2,2,14.0,Relatively New,694.4444444444445,0,0,0,0,0,0,107
flat,rof ananda,sector 95,0.36,5660.0,2,2,2,10.0,New Property,716.6666666666666,0,1,0,0,0,0,84
house,independent,sector 105,0.35,7778.0,2,2,1,2.0,Moderately Old,555.5555555555555,0,0,0,0,0,0,0
flat,signature global the millennia,sector 37d,0.55,9167.0,2,2,3,3.0,New Property,610.0,0,0,0,0,0,0,80
flat,central park resorts,sector 48,15.0,22388.0,5,6,3+,17.0,Relatively New,7444.444444444444,1,1,0,1,0,1,54
flat,signature global city,sector 37d,1.1,8494.0,3,3,2,2.0,Under Construction,1438.888888888889,0,0,0,0,0,0,36
flat,bestech park view grand spa,sector 81,2.4,9023.0,3,4,3+,8.0,New Property,2406.6666666666665,1,1,0,0,0,2,185
house,independent,sector 43,5.75,29716.0,4,4,2,2.0,Old Property,1935.0,1,0,1,1,0,0,42
flat,godrej aria,sector 79,1.69,8522.0,3,3,2,7.0,Relatively New,1794.1428571428569,0,0,0,0,0,0,121
house,iffco nagar and 17b rwa,sector 17,3.5,24306.0,2,5,3,3.0,Old Property,1440.0,0,0,0,0,0,0,44
flat,godrej oasis,sector 88a,1.15,9854.0,2,2,1,12.0,New Property,120.44444444444444,0,1,0,0,0,0,88
flat,spaze privy at,sector 84,1.24,6465.0,3,3,3,8.0,Relatively New,1650.0,0,1,0,0,0,2,176
house,independent,sector 28,11.25,34722.0,9,9,3+,2.0,Moderately Old,3240.0,1,0,1,1,0,2,135
flat,sare homes,sector 92,1.25,6200.0,4,3,0,16.0,Under Construction,2040.0,0,0,0,0,0,0,49
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3,3.0,Relatively New,1600.0,1,1,0,0,0,2,49
flat,vasant appartments,sector 14,1.7,7391.0,5,5,2,2.0,Old Property,2555.5555555555557,0,1,1,1,0,1,80
flat,smart world gems,sector 89,1.1,9973.0,3,1,0,0.0,New Property,1103.0,0,0,0,0,0,0,38
flat,bestech park view city,sector 49,2.7,12506.0,3,4,3+,6.0,Moderately Old,2159.0,0,0,0,0,0,0,0
